rxte_obsid,source_id,canonical_source,archive_target_name,reference_class,class_label,proposal_id,cycle,observation_start,duration,exposure,archive_identifier,mapping_method,mapping_confidence,separation_deg,ra,dec,archive_status,status,query_record,notes
20181-01-01-01,gx_339_4,GX 339-4,GX_339-4,BH,BH,20181,2,50482.6616,12348.0,7293.0,AO2/P20181/20181-01-01-01,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20181-01-01-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,20181,2,50482.92745,12390.0,5876.0,AO2/P20181/20181-01-01-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20183-01-01-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20183,2,50487.59393,23661.0,15327.0,AO2/P20183/20183-01-01-00,explicit_designation_and_independent_catalog_position,high,0.0008338222251098845,255.70579,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20181-01-02-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,20181,2,50489.65637,18482.0,11940.0,AO2/P20181/20181-01-02-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20183-01-02-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20183,2,50493.00355,24227.0,11640.0,AO2/P20183/20183-01-02-00,explicit_designation_and_independent_catalog_position,high,0.0008338222251098845,255.70579,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20183-01-02-01,gx_339_4,GX 339-4,GX339-4,BH,BH,20183,2,50493.59228,25873.0,18130.0,AO2/P20183/20183-01-02-01,explicit_designation_and_independent_catalog_position,high,0.0008338222251098845,255.70579,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20181-01-03-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,20181,2,50496.7662,21104.0,12438.0,AO2/P20181/20181-01-03-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20056-01-01-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20056,2,50543.35182,3132.0,2321.0,AO2/P20056/20056-01-01-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20056-01-02-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20056,2,50548.48628,2812.0,2426.0,AO2/P20056/20056-01-02-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20056-01-03-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20056,2,50549.5572,2858.0,2412.0,AO2/P20056/20056-01-03-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20056-01-04-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20056,2,50551.83329,3095.0,2405.0,AO2/P20056/20056-01-04-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20056-01-05-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20056,2,50553.85944,3467.0,2388.0,AO2/P20056/20056-01-05-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20056-01-06-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20056,2,50555.97007,2593.0,2108.0,AO2/P20056/20056-01-06-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20056-01-06-01,gx_339_4,GX 339-4,GX339-4,BH,BH,20056,2,50556.00008,611.0,355.0,AO2/P20056/20056-01-06-01,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20056-01-07-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20056,2,50557.92814,3992.0,2336.0,AO2/P20056/20056-01-07-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20056-01-08-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20056,2,50560.90916,2489.0,2134.0,AO2/P20056/20056-01-08-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20181-01-04-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,20181,2,50597.38491,17221.0,11485.0,AO2/P20181/20181-01-04-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20181-01-05-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,20181,2,50636.33899,17704.0,10542.0,AO2/P20181/20181-01-05-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20181-01-06-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,20181,2,50683.1732,11923.0,4927.0,AO2/P20181/20181-01-06-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20181-01-06-01,gx_339_4,GX 339-4,GX_339-4,BH,BH,20181,2,50683.45762,13849.0,7263.0,AO2/P20181/20181-01-06-01,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20181-01-07-01,gx_339_4,GX 339-4,GX_339-4,BH,BH,20181,2,50710.91814,2400.0,1662.0,AO2/P20181/20181-01-07-01,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20181-01-07-02,gx_339_4,GX 339-4,GX_339-4,BH,BH,20181,2,50710.99314,2819.0,1243.0,AO2/P20181/20181-01-07-02,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20181-01-07-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,20181,2,50711.05772,16892.0,9520.0,AO2/P20181/20181-01-07-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20183-01-03-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20183,2,50743.12242,10737.0,7164.0,AO2/P20183/20183-01-03-00,explicit_designation_and_independent_catalog_position,high,0.0008338222251098845,255.70579,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20183-01-04-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20183,2,50746.13704,11056.0,5958.0,AO2/P20183/20183-01-04-00,explicit_designation_and_independent_catalog_position,high,0.0008338222251098845,255.70579,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20181-01-08-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,20181,2,50749.12114,32649.0,15182.0,AO2/P20181/20181-01-08-00,explicit_designation_and_independent_catalog_position,high,0.0002350733786371426,255.70579,-48.7896,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20183-01-05-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20183,2,50749.75171,15158.0,7440.0,AO2/P20183/20183-01-05-00,explicit_designation_and_independent_catalog_position,high,0.0008338222251098845,255.70579,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20183-01-06-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20183,2,50752.81569,9271.0,5220.0,AO2/P20183/20183-01-06-00,explicit_designation_and_independent_catalog_position,high,0.0008338222251098845,255.70579,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
20183-01-07-00,gx_339_4,GX 339-4,GX339-4,BH,BH,20183,2,50755.85487,11766.0,8276.0,AO2/P20183/20183-01-07-00,explicit_designation_and_independent_catalog_position,high,0.0008338222251098845,255.70579,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
30165-01-01-00,gx_339_4,GX 339-4,GX339-4,BH,BH,30165,3,50828.15667,3335.0,2385.0,AO3/P30165/30165-01-01-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
30165-01-02-00,gx_339_4,GX 339-4,GX339-4,BH,BH,30165,3,50828.36986,3184.0,2205.0,AO3/P30165/30165-01-02-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
30165-01-03-00,gx_339_4,GX 339-4,GX339-4,BH,BH,30165,3,50828.89453,5248.0,2910.0,AO3/P30165/30165-01-03-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
30165-01-04-00,gx_339_4,GX 339-4,GX339-4,BH,BH,30165,3,50829.16814,3509.0,2968.0,AO3/P30165/30165-01-04-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
30165-01-05-00,gx_339_4,GX 339-4,GX339-4,BH,BH,30165,3,50829.89255,5641.0,2966.0,AO3/P30165/30165-01-05-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
30165-01-06-00,gx_339_4,GX 339-4,GX339-4,BH,BH,30165,3,50830.05715,30650.0,18439.0,AO3/P30165/30165-01-06-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
30165-01-07-00,gx_339_4,GX 339-4,GX339-4,BH,BH,30165,3,50830.69726,4307.0,1191.0,AO3/P30165/30165-01-07-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
30165-01-08-00,gx_339_4,GX 339-4,GX339-4,BH,BH,30165,3,50830.76863,32561.0,17536.0,AO3/P30165/30165-01-08-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
30165-02-01-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,30165,3,50865.62165,2585.0,1895.0,AO3/P30165/30165-02-01-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
30168-01-01-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,30168,3,50873.40387,86744.0,54910.0,AO3/P30168/30168-01-01-00,explicit_designation_and_independent_catalog_position,high,0.0008397011854444456,255.70599,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40108-01-01-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40108,4,51190.98936,22610.0,16001.0,AO4/P40108/40108-01-01-00,explicit_designation_and_independent_catalog_position,high,0.010868661222266807,255.7,-48.8,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40108-01-02-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40108,4,51200.98038,21738.0,14549.0,AO4/P40108/40108-01-02-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40108-01-03-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40108,4,51221.89748,15967.0,8576.0,AO4/P40108/40108-01-03-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40108-01-04-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40108,4,51240.62575,34872.0,22611.0,AO4/P40108/40108-01-04-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40108-02-01-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40108,4,51270.54161,17114.0,10208.0,AO4/P40108/40108-02-01-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40108-02-02-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40108,4,51290.4401,24482.0,16113.0,AO4/P40108/40108-02-02-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40104-01-01-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40104,4,51295.17679,16654.0,11812.0,AO4/P40104/40104-01-01-00,explicit_designation_and_independent_catalog_position,high,0.0009979335944064263,255.705,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40104-01-02-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40104,4,51302.92318,15876.0,11292.0,AO4/P40104/40104-01-02-00,explicit_designation_and_independent_catalog_position,high,0.0009979335944064263,255.705,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40108-02-03-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40108,4,51312.57888,15983.0,10368.0,AO4/P40108/40108-02-03-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40104-01-03-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40104,4,51323.50417,8795.0,5697.0,AO4/P40104/40104-01-03-00,explicit_designation_and_independent_catalog_position,high,0.0009979335944064263,255.705,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40104-01-04-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40104,4,51332.22302,11809.0,7184.0,AO4/P40104/40104-01-04-00,explicit_designation_and_independent_catalog_position,high,0.0009979335944064263,255.705,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40105-01-01-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,40105,4,51340.55229,6460.0,3684.0,AO4/P40105/40105-01-01-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40105-01-01-01,gx_339_4,GX 339-4,GX_339-4,BH,BH,40105,4,51341.4843,5730.0,3497.0,AO4/P40105/40105-01-01-01,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40105-01-01-02,gx_339_4,GX 339-4,GX_339-4,BH,BH,40105,4,51342.55565,5973.0,3937.0,AO4/P40105/40105-01-01-02,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40105-01-01-03,gx_339_4,GX 339-4,GX_339-4,BH,BH,40105,4,51343.41537,12019.0,7387.0,AO4/P40105/40105-01-01-03,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40108-02-04-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40108,4,51351.55218,24573.0,16713.0,AO4/P40108/40108-02-04-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40105-02-01-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,40105,4,51352.0773,9928.0,4404.0,AO4/P40105/40105-02-01-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40105-02-01-01,gx_339_4,GX 339-4,GX_339-4,BH,BH,40105,4,51352.21581,3794.0,1709.0,AO4/P40105/40105-02-01-01,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40105-02-01-02,gx_339_4,GX 339-4,GX_339-4,BH,BH,40105,4,51353.07675,9914.0,3778.0,AO4/P40105/40105-02-01-02,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40105-02-01-03,gx_339_4,GX 339-4,GX_339-4,BH,BH,40105,4,51353.21164,4199.0,1560.0,AO4/P40105/40105-02-01-03,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40105-02-02-03,gx_339_4,GX 339-4,GX_339-4,BH,BH,40105,4,51354.04497,2061.0,1288.0,AO4/P40105/40105-02-02-03,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40105-02-02-00,gx_339_4,GX 339-4,GX_339-4,BH,BH,40105,4,51354.08273,9338.0,3465.0,AO4/P40105/40105-02-02-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40105-02-02-01,gx_339_4,GX 339-4,GX_339-4,BH,BH,40105,4,51354.2151,3900.0,1471.0,AO4/P40105/40105-02-02-01,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40105-02-02-02,gx_339_4,GX 339-4,GX_339-4,BH,BH,40105,4,51354.28177,4140.0,1951.0,AO4/P40105/40105-02-02-02,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40108-03-01-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40108,4,51366.53213,22120.0,13579.0,AO4/P40108/40108-03-01-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40104-01-05-01,gx_339_4,GX 339-4,GX339-4,BH,BH,40104,4,51370.26277,3599.0,2293.0,AO4/P40104/40104-01-05-01,explicit_designation_and_independent_catalog_position,high,0.0009979335944064263,255.705,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40104-01-05-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40104,4,51370.32944,3714.0,2713.0,AO4/P40104/40104-01-05-00,explicit_designation_and_independent_catalog_position,high,0.0009979335944064263,255.705,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40104-01-05-02,gx_339_4,GX 339-4,GX339-4,BH,BH,40104,4,51370.39743,5810.0,3505.0,AO4/P40104/40104-01-05-02,explicit_designation_and_independent_catalog_position,high,0.0009979335944064263,255.705,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40104-01-06-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40104,4,51375.45513,4486.0,3552.0,AO4/P40104/40104-01-06-00,explicit_designation_and_independent_catalog_position,high,0.0009979335944064263,255.705,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40108-03-02-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40108,4,51388.30773,23909.0,13550.0,AO4/P40108/40108-03-02-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40104-01-07-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40104,4,51396.05175,6235.0,5755.0,AO4/P40104/40104-01-07-00,explicit_designation_and_independent_catalog_position,high,0.0009979335944064263,255.705,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40104-01-06-01,gx_339_4,GX 339-4,GX339-4,BH,BH,40104,4,51396.15516,6823.0,4808.0,AO4/P40104/40104-01-06-01,explicit_designation_and_independent_catalog_position,high,0.0009979335944064263,255.705,-48.789,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
40108-03-03-00,gx_339_4,GX 339-4,GX339-4,BH,BH,40108,4,51407.2302,23416.0,12423.0,AO4/P40108/40108-03-03-00,explicit_designation_and_independent_catalog_position,high,0.00019603877640702257,255.70599,-48.79,archived,ACCEPTED_CANDIDATE,/Users/youhanwanigasuriya/Documents/New project/bh_ns_source_generalization/data/provenance/reconstruction/query_gx_339_4.json,
