path,size_bytes,sha256,phase,category,generated_or_source,scientific_role
scripts/validation_compat/zcat,201,79533ae2d6478efc61efd6b01e2b9c3b90325de6e01d36e4619dbd23348472fe,I,scripts,source,reproduction or release tooling
scripts/validation_heasoft_env.sh,679,e85d27cf8b66bb179b35d578e73cebd07c532f5facd501dbb2d5343349318244,I,scripts,generated_or_adapted,reproduction or release tooling
scripts/verify_release.py,3227,2fd580ae5984247f705eae72572a57fcf82241ed1ead71e9eea066711f75614b,shared,scripts,generated_or_adapted,reproduction or release tooling
src/bhns/__init__.py,88,980b0922e742881ff1e32d764cc393ff84c1116d25189139d231ac6dc13e825b,I,src,source,analysis implementation
src/bhns/analysis/__init__.py,37,3004e4ed47daab2e8f1bb52f9df293a2d4b6494bfc329dabb461a9ad675ea665,I,src,source,analysis implementation
src/bhns/analysis/difficult_sources.py,135,374481f5fb884f7ccebebd67fe4182d8bb7874201637a1bc06bf36d34e127c49,I,src,source,analysis implementation
src/bhns/analysis/physical_features.py,142,9bdce1448acdf8300a67407b203118e815ae0b995816012c89dc8b5f79a45a21,I,src,source,analysis implementation
src/bhns/cli.py,9188,e460330b89f835cf5daf8f9ed21fe7be396b1d56033ce4dd91093ea920fab33e,I,src,source,analysis implementation
src/bhns/config.py,2330,6426ab153c270239b0bb0ed6e527c088a2bbf5a8653e9f86329b957ed7c4b555,I,src,source,analysis implementation
src/bhns/constants.py,717,1a50d4a339be512df6cff124906f79c59131ada3d445587ec31c3c4a775f21a0,I,src,source,analysis implementation
src/bhns/data/__init__.py,33,cced1cf531a972a5e1bc73ba09dd3a3a4441012cb1cc466ebf56fbb9f94819bb,I,src,source,analysis implementation
src/bhns/data/acquisition.py,1943,21dc86e15342064f9a586d5435352bd7f11f5155edf992375d24d3fee98672bb,I,src,source,analysis implementation
src/bhns/data/aliases.py,4303,6b041375d2cda33dcb73126111087632ed20154fe8c4f3f1a35333f7c54b1b7f,I,src,source,analysis implementation
src/bhns/data/cohort.py,14339,280c56e48bad6283b86efc175730e7cc44a7685d90f47f04189efd9bc9a60f3b,I,src,source,analysis implementation
src/bhns/data/core_gate.py,8887,c360e874cd324225b98c5008a3efe96d1b3993c8f11c910bbf5e55c9e37624de,I,src,source,analysis implementation
src/bhns/data/core_review.py,2375,0878289ee2bd358d8228eb36f13b1efcef06e7a7b578c7e213845da43455e2de,I,src,source,analysis implementation
src/bhns/data/gate1.py,9636,1171ec25aa16315c7ca043abd4c824ccc49becb9a0af10554dba4351c5ddc682,I,src,source,analysis implementation
src/bhns/data/instrument_validation.py,8949,eed1bad2b985092de23d6c5127c15493536e2e74929807ed76c246c868205226,I,src,source,analysis implementation
src/bhns/data/loaders.py,1681,b84c9db405f5bd37e1713a1b5d819cf2d37b5601c7925f16deffd9edb2085ba0,I,src,source,analysis implementation
src/bhns/data/preprocessing.py,3416,578674bc1a43ff217d733b8c9b2469e886fc73ca311ae62b53cc68ead7b3ba31,I,src,source,analysis implementation
src/bhns/data/provenance.py,1903,73b1e293fc9cbcaac7896a434606c9d02c167153fcd9ee768894352c0235f24a,I,src,source,analysis implementation
src/bhns/data/real_data_review.py,6780,dcd29298a070e6ee1b191e58310d46b07da9bd0f5aaa75bccad337a0f06c807c,I,src,source,analysis implementation
src/bhns/data/rxte_products.py,12969,60a19deafad46e8d746d0b4aafc09a504e29bf5a174831ff141e543bdf525636,I,src,source,analysis implementation
src/bhns/data/schema.py,825,5592fae590b64c4a1b2fab98971065a49b8bf09581d5538f77699047e13fbfde,I,src,source,analysis implementation
src/bhns/data/source_manifest.py,2935,9ee613e1111f81f3e39240b999656d413e4977184f23a67b61524ca7646e2b9a,I,src,source,analysis implementation
src/bhns/data/spectral_products.py,5057,d7f4f5559d2f17897f29060134eac79cbb0807a6ab9fd138522f9d8ea31d464c,I,src,source,analysis implementation
src/bhns/data/state_extension.py,7738,de0cc45f67668cbf44b5f0b35cc45fa952cdd85b9c514adb898dd7c1a88ab7d5,I,src,source,analysis implementation
src/bhns/data/state_validation.py,6824,dc08e6299297557fe1492c980a166dc287d0b8ba88e445a708ddcd9f0934db89,I,src,source,analysis implementation
src/bhns/data/validation.py,4938,76bc231a9fc05e3136a5edbbbd84810871571a6c1a4b9f0a07c238a51d0eccf2,I,src,source,analysis implementation
src/bhns/evaluation/__init__.py,39,fc319ec01f2369fbe8f15537cc6c29440802a6c4f303ca1379a16d28bff1cb02,I,src,source,analysis implementation
src/bhns/evaluation/aggregation.py,1355,191dd92e868f0780b6970efebf0df36e734044761ae0ae39131bbeb2de40a1ff,I,src,source,analysis implementation
src/bhns/evaluation/bootstrap.py,1499,8a839646953e751dab31003492d6a79a917c49791f4cb1e1a561f2eb450bf932,I,src,source,analysis implementation
src/bhns/evaluation/grouped_cv.py,1660,49672618bf1eb655ddb8323154182935430ac306c5e5ebc163ed28631bd0104e,I,src,source,analysis implementation
src/bhns/evaluation/loso.py,689,63313d862af4034bbe00d894b4b26260f83afe5f63e79b68b65dd9aee29b07ef,I,src,source,analysis implementation
src/bhns/evaluation/metrics.py,1132,08c4a820ed4c6100d8a1c95f29c29f42397db25069a6b18fc5b9f7ef1a3a462b,I,src,source,analysis implementation
src/bhns/evaluation/observation_split.py,861,0ea98264e034ce6118059dc362538ebab369884007a86e8915d3abf3d812f5b9,I,src,source,analysis implementation
src/bhns/evaluation/splits.py,6867,3146592689c8e0cc55d7d028a886905f0bd69b410eeb7ba5a8181ee9829cd3df,I,src,source,analysis implementation
src/bhns/experiments/__init__.py,40,c6d8e4e0757a382b3e12794c2255c9cc6c4bb19536c40eb663cd0e7a44a05c6f,I,src,source,analysis implementation
src/bhns/experiments/core.py,6961,98931f423348bb9fcd5df613e22fc0c53b9197d642f2eb3ec140b3c3de21e03a,I,src,source,analysis implementation
src/bhns/experiments/few_observation.py,139,87520b1b783a22da03636722acaa9afa5d3001cb441e31e877da7e7c745efb67,I,src,source,analysis implementation
src/bhns/experiments/instrument_validation.py,4877,ae191000fc84297445e6505486bab601f41af3560c1cc17e1abc06020ecc6193,I,src,source,analysis implementation
src/bhns/experiments/learning_curves.py,148,40f996dd46ff4e1f5ba93cce3a52ec4a445d31904696c46b3320b84b7b1c2809,I,src,source,analysis implementation
src/bhns/experiments/source_balancing.py,467,63dc1db7ce0d31d6cae8c79279b491fb603cdff67e0f2f967eea02677061d5fa,I,src,source,analysis implementation
src/bhns/experiments/source_identity.py,163,6c70be6dc42ce7f907842babf897c86ed0a703f5b4ce0116d79e94ef4b8751d2,I,src,source,analysis implementation
src/bhns/experiments/source_permutation.py,1114,b48b1cb0ae351077940e83dd79198362b9f2cc7a08acc021a74beec9895d1fac,I,src,source,analysis implementation
src/bhns/experiments/state_validation.py,4680,e6b389b9c2af74f1405e0109c880c5693871053578ba843d48e5784a6ffcea98,I,src,source,analysis implementation
src/bhns/gates.py,323,9cab753de01342a595fe0fbe94b87a5905a2184b1043deb93ca2d7f41924e977,I,src,source,analysis implementation
src/bhns/models/__init__.py,35,a852db36a99a22c7b996eb508571a84b4ca8ed85e6036e47e028d13346e5969f,I,src,source,analysis implementation
src/bhns/models/pm.py,166,8edfa843461320f2bce06228d597deffdfba227e67939d61ffad88b40bce3fef,I,src,source,analysis implementation
src/bhns/models/random_forest.py,122,f0cddfd056560a82f222c6265e5dd8e008063e53763a458f3440ff67c58f89b2,I,src,source,analysis implementation
src/bhns/models/sem.py,164,33725451a658a8ad158160a77978257d8bd553c3cff4534f024598e4006b6c33,I,src,source,analysis implementation
src/bhns/models/sm.py,147,d49b507769cfd6bd15ace8db6705fa0be2b311bcebe2487301e55965b41f63d5,I,src,source,analysis implementation
src/bhns/reproducibility.py,6341,b12d412ac81b54f19159e80693c28c546f0a53822666b5f8e6cabaa1c79a6429,I,src,source,analysis implementation
tests/conftest.py,1493,431cb7b2c8fd936ba293f40a30cc7f80fc4804844c2034f99f00c48f6d838124,I,tests,source,software/scientific integrity contract
tests/test_core_experiments.py,4013,93cb483526cd8bd06838d4bc146be418e1c87089639d01e39cdcfe33ab0ec3a8,I,tests,source,software/scientific integrity contract
tests/test_data_gate.py,4048,33492378f3375227c5386a23e3a7ed66c624beacfffd8a1af533fdb0393fd873,I,tests,source,software/scientific integrity contract
tests/test_evidence_acquisition.py,1754,5856a6f5a8a3f37b48f5566bda4c6d82e50f8205b6f7fded50713f41829c2498,I,tests,source,software/scientific integrity contract
tests/test_feature_family_review.py,1762,ecd526504542eb7eee2de794de67a765daa17e25b73fcf635d7fa450013835f8,I,tests,source,software/scientific integrity contract
tests/test_instrument_validation.py,8513,33471406d7c361a9f7c00b35b46060ea9d5a1d5516cd23a896b6e546b806a5eb,I,tests,generated_or_adapted,software/scientific integrity contract
tests/test_no_source_leakage.py,4891,05addc7999312f0e6f1e40450c1af387b737c1350f3977f49c845ecc423f6d07,I,tests,source,software/scientific integrity contract
tests/test_permutation_labels.py,976,b26de328f7e45d134ca270ed136b9c2f79dbc55b17ace5d4dddd0bd4b51a2e61,I,tests,source,software/scientific integrity contract
tests/test_preprocessing_leakage.py,4145,f7e712726e21d7acfa7c958eaf5deacd5349865111cae90ad7d11329681b60c2,I,tests,source,software/scientific integrity contract
tests/test_release.py,3191,69f117749b89c4795a7b53d5ac9defe855c6d732d7fbf212edd6a6e0ba43784d,shared,tests,generated_or_adapted,software/scientific integrity contract
tests/test_reproducibility.py,4446,ce1d884988d8272d1cde41e362f7ba09fe4941b87bbc49a839fd7fa161b90305,I,tests,source,software/scientific integrity contract
tests/test_rxte_reconstruction.py,4597,c3f9f707694d56979f334d32de77d2154107f1e6901ae792fb3b60a29d1f9d26,I,tests,source,software/scientific integrity contract
tests/test_schema.py,3400,b483c70dc66bdacb38012d63f8ac1b3b4d6edf021760991d6d35cefe98699d4f,I,tests,source,software/scientific integrity contract
tests/test_scientific_intake.py,16712,8a85193cd90fc7b69942a5a076db92787dfed197047d2869676beb8aeb2518c2,I,tests,source,software/scientific integrity contract
tests/test_source_groups.py,2396,bc6217543d82d901f2ef5b3b6a3f3b3189a4ea49dfff8b83cd1b63680668cb86,I,tests,source,software/scientific integrity contract
tests/test_source_weights.py,598,b094b868806a720be22eca61720bcd6aea102ecb6ea041580877058001e4b6b1,I,tests,source,software/scientific integrity contract
