canonical_source,aliases,class_label,classification_evidence,classification_reference,nustar_obsids,rxte_available,current_phase1_membership,identity_status,usable_status,notes,source_id,ra_deg,dec_deg,coordinate_reference,secure_label,field_review_required,public_candidate_observations
XTE J1709-267,XTE J1709-267,NS,MINBAR direct evidence: 11 catalogue bursts; type=TBC; P denotes pulsar. Secure neutron-star evidence.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/1998ApJ...508L.163C,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,xte_j1709_267,257.37668,-26.655527,https://burst.sci.monash.edu/sources,True,False,0
XTE J1710-281,XTE J1710-281,NS,MINBAR direct evidence: 47 catalogue bursts; type=BDET; P denotes pulsar. Secure neutron-star evidence.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2001rxte.prop60049M,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,xte_j1710_281,257.55222,-28.130833,https://burst.sci.monash.edu/sources,True,False,0
XTE J1723-376,XTE J1723-376,NS,MINBAR direct evidence: 12 catalogue bursts; type=TB; P denotes pulsar. Secure neutron-star evidence.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/1999IAUC.7133....3M,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,xte_j1723_376,260.91125,-37.661667,https://burst.sci.monash.edu/sources,True,False,0
XTE J1739-285,XTE J1739-285|XTE_J1739m285,NS,MINBAR direct evidence: 43 catalogue bursts; type=TB; P denotes pulsar. Secure neutron-star evidence.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2005ATel..622....1B,90501343002|90601307002|91201339002,NOT_AUDITED,False,VERIFIED_NAME_POSITION,PUBLIC_CANDIDATE_REDUCTION_REQUIRED,Broader MINBAR census outside Phase I.,xte_j1739_285,264.9748,-28.496334,https://burst.sci.monash.edu/sources,True,False,3
XTE J1810-189,XTE J1810-189,NS,MINBAR direct evidence: 19 catalogue bursts; type=BT; P denotes pulsar. Secure neutron-star evidence.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2008ATel.1443....1M,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,xte_j1810_189,272.5869,-19.069778,https://burst.sci.monash.edu/sources,True,False,0
XTE J1814-338,XTE J1814-338,NS,MINBAR direct evidence: 28 catalogue bursts; type=BOPT; P denotes pulsar. Secure neutron-star evidence.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2003ApJ...596L..67S,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,xte_j1814_338,273.41266,-33.77286,https://burst.sci.monash.edu/sources,True,False,0
XTE J2123-058,XTE J2123-058,NS,MINBAR direct evidence: 6 catalogue bursts; type=TBAE; P denotes pulsar. Secure neutron-star evidence.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/1998IAUC.6958....2T,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,xte_j2123_058,320.81058,-5.798111,https://burst.sci.monash.edu/sources,True,False,0
1H 1715-321,1H 1715-321,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/1978ApJ...221L..57H,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,1h_1715_321,259.69592,-32.17043,https://burst.sci.monash.edu/sources,False,False,0
1RXH J173523.7-354013,1RXH J173523.7-354013,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=B; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2010MNRAS.404.1591D,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,1rxh_j173523_7_354013,263.8458,-35.67023,https://burst.sci.monash.edu/sources,False,False,0
4U 1543-624,4U 1543-624,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BC; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2018ATel11302....1S,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,4u_1543_624,236.97787,-62.56817,https://burst.sci.monash.edu/sources,False,False,0
4U 1708-23,4U 1708-23,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=B; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/1978ApJ...221L..57H,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,4u_1708_23,257.0958,-22.80333,https://burst.sci.monash.edu/sources,False,False,0
4U 1708-40,4U 1708-40,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=B; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2003MNRAS.342..909M,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,4u_1708_40,258.0993,-40.84278,https://burst.sci.monash.edu/sources,False,False,0
4U 1730-22,4U 1730-22,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=ABOT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2021ATel14769....1B,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,4u_1730_22,263.489792,-22.0324722,https://burst.sci.monash.edu/sources,False,False,0
4U 1822-000,4U 1822-000,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=B; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2016ATel.8769....1A,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,4u_1822_000,276.34174,-0.01194444,https://burst.sci.monash.edu/sources,False,False,0
4XMM J174610.7-290020,4XMM J174610.7-290020,UNRESOLVED,MINBAR direct evidence:  catalogue bursts; type=B?T; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2026A&A...705A.135S,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,4xmm_j174610_7_290020,266.5445,-29.0055833,https://burst.sci.monash.edu/sources,False,False,0
AX J1745.6-2901,AX J1745.6-2901,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=TBE; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/1996PASJ...48..417M,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,ax_j1745_6_2901,266.39767,-29.026,https://burst.sci.monash.edu/sources,False,False,0
Cen X-4,Cen X-4,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BRT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/1972ApJ...171L..87B,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,cen_x_4,224.59134,-31.668722,https://burst.sci.monash.edu/sources,False,False,0
EP J171159.4-333253,EP J171159.4-333253,UNRESOLVED,MINBAR direct evidence:  catalogue bursts; type=BT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2025ATel17247....1N,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,ep_j171159_4_333253,257.9974,-33.54763,https://burst.sci.monash.edu/sources,False,False,0
GRO J0422+32,GRO J0422+32,UNRESOLVED,BlackCAT Table A.4 dynamical evidence; M1= 2. Msun; references Webb2000;Casares1995c;Beekman1997;Harlaftis1999. Not counted: adopted evidence has a weak mass bound or lacks donor-star detection; needs primary follow-up.,https://arxiv.org/abs/1510.08869,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader dynamical-catalogue discovery outside the Phase-I roster.,gro_j0422_32,65.42829166666667,32.90752777777777,CDS J/A+A/587/A61 Table A.1,False,False,0
IGR J17445-2747,IGR J17445-2747,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2017ATel10256....1M,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,igr_j17445_2747,266.12683,-27.766756,https://burst.sci.monash.edu/sources,False,False,0
MAXI J0556-332,MAXI J0556-332,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BTZ; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2022ApJ...933..216P,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,maxi_j0556_332,89.193,-33.1745,https://burst.sci.monash.edu/sources,False,False,0
MAXI J1421-613,MAXI J1421-613,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2014ATel.5765....1B,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,maxi_j1421_613,215.40837,-61.60692,https://burst.sci.monash.edu/sources,False,False,0
MAXI J1621-501,MAXI J1621-501,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2017ATel11067....1B,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,maxi_j1621_501,245.0917,-50.01989,https://burst.sci.monash.edu/sources,False,False,0
MAXI J1647-227,MAXI J1647-227,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2012ATel.4192....1K,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,maxi_j1647_227,252.05133,-23.014877,https://burst.sci.monash.edu/sources,False,False,0
MAXI J1752-457,MAXI J1752-457,UNRESOLVED,MINBAR direct evidence:  catalogue bursts; type=TS?; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2024ATel16898....1S,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,maxi_j1752_457,268.26769,-45.8638,https://burst.sci.monash.edu/sources,False,False,0
MAXI J1807+132,MAXI J1807+132,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=TB; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2019ATel13239....1A,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,maxi_j1807_132,272.03143,13.2515,https://burst.sci.monash.edu/sources,False,False,0
SLX 1744-299,SLX 1744-299,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BT?C; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/1994ApJ...425..110P,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,slx_1744_299,266.85788,-30.000444,https://burst.sci.monash.edu/sources,False,False,0
SWIFT J1357.2-0933,SWIFT J1357.2-0933,UNRESOLVED,BlackCAT Table A.4 dynamical evidence; M1=> 8.9 Msun; references Corral-Santana2013;MataSanchez2015. Not counted: adopted evidence has a weak mass bound or lacks donor-star detection; needs primary follow-up.,https://arxiv.org/abs/1510.08869,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader dynamical-catalogue discovery outside the Phase-I roster.,swift_j1357_2_0933,209.32008333333332,-9.544041666666667,CDS J/A+A/587/A61 Table A.1,False,False,0
Swift J1734.5-3027,Swift J1734.5-3027,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2013ATel.5354....1K,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,swift_j1734_5_3027,263.60074,-30.398056,https://burst.sci.monash.edu/sources,False,False,0
Swift J174805.3-244637,Swift J174805.3-244637,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BGT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2012ATel.4264....1A,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,MINBAR discovery; cluster-marked fields require object-level contamination audit.,swift_j174805_3_244637,267.02255,-24.777222,https://burst.sci.monash.edu/sources,False,True,0
Swift J181723.1-164300,Swift J181723.1-164300,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=TB; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2017ATel10612....1P,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,swift_j181723_1_164300,274.34647,-16.716722,https://burst.sci.monash.edu/sources,False,False,0
Swift J185003.2-005627,Swift J185003.2-005627,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2011ATel.3454....1B,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,swift_j185003_2_005627,282.5139,-0.93980557,https://burst.sci.monash.edu/sources,False,False,0
Swift J1858.6-0814,Swift J1858.6-0814,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BDT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2020ATel13563....1B,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,swift_j1858_6_0814,284.6455,-8.237775,https://burst.sci.monash.edu/sources,False,False,0
Swift J1922.7-1716,Swift J1922.7-1716,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2011ATel.3741....1D,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,swift_j1922_7_1716,290.65414,-17.28363,https://burst.sci.monash.edu/sources,False,False,0
Terzan 6 X-2,Terzan 6 X-2,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BGE; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2024ApJ...966..217V,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,MINBAR discovery; cluster-marked fields require object-level contamination audit.,terzan_6_x_2,267.695437,-31.2748667,https://burst.sci.monash.edu/sources,False,True,0
UW CrB,UW CrB,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BDE; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2001ApJ...561..938M,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,uw_crb,241.44113,25.862556,https://burst.sci.monash.edu/sources,False,False,0
XB 1905+000,XB 1905+000,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=TBC; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/1976MNRAS.177P..93L,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,xb_1905_000,287.11255,0.16880834,https://burst.sci.monash.edu/sources,False,False,0
XB 1940-04,XB 1940-04,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=B; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/1983PASJ...35..531M,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,xb_1940_04,295.65787,-3.8808944,https://burst.sci.monash.edu/sources,False,False,0
XB 2129+47,XB 2129+47,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BET; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/1987ApJ...313L..59G,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,xb_2129_47,322.85913,47.290195,https://burst.sci.monash.edu/sources,False,False,0
XMM J174457-2850.3,XMM J174457-2850.3,UNRESOLVED,MINBAR direct evidence: 0 catalogue bursts; type=BT; P denotes pulsar. No positive burst count or pulsar flag adopted; not in secure census.,https://burst.sci.monash.edu/sources | https://ui.adsabs.harvard.edu/abs/2012ATel.4308....1D,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader MINBAR census outside Phase I.,xmm_j174457_2850_3,266.23892,-28.83897,https://burst.sci.monash.edu/sources,False,False,0
XTE J1650-500,XTE J1650-500,UNRESOLVED,BlackCAT Table A.4 dynamical evidence; M1=<= 7.3 Msun; references Orosz2004. Not counted: adopted evidence has a weak mass bound or lacks donor-star detection; needs primary follow-up.,https://arxiv.org/abs/1510.08869,,NOT_AUDITED,False,NO_VERIFIED_PUBLIC_POINTING,NOT_IN_INITIAL_PROCESSING_CENSUS,Broader dynamical-catalogue discovery outside the Phase-I roster.,xte_j1650_500,252.5040833333333,-49.96211111111111,CDS J/A+A/587/A61 Table A.1,False,False,0
