file,column,description,units_if_explicit
S5_original_state_catalogue.csv,state_assignment_method,Method documented for assigning the native state,
S5_original_state_catalogue.csv,reference_id,Project reference key,
S5_original_state_catalogue.csv,reference_title,Title retained for the cited evidence,
S5_original_state_catalogue.csv,reference_authors,Authors retained for the cited evidence,
S5_original_state_catalogue.csv,reference_year,Publication year retained for the cited evidence,
S5_original_state_catalogue.csv,reference_identifier_or_url,Persistent publication identifier or source URL,
S5_original_state_catalogue.csv,evidence_time_start,Start of the literature-supported interval in its documented convention,
S5_original_state_catalogue.csv,evidence_time_end,End of the literature-supported interval in its documented convention,
S5_original_state_catalogue.csv,obsid_directly_listed,Whether the exact ObsID is directly identified by the evidence,
S5_original_state_catalogue.csv,date_window_match,Recorded date-window overlap/match flag; alone does not establish whole-observation support,
S5_original_state_catalogue.csv,source_state_taxonomy,Source-specific native-state vocabulary,
S5_original_state_catalogue.csv,state_confidence,Recorded confidence annotation for the physical-state assignment,
S5_original_state_catalogue.csv,ambiguous,Unresolved ambiguity flag,
S5_original_state_catalogue.csv,notes,Retained explanatory annotation; not an inferred measurement,
S5_original_state_catalogue.csv,common_regime,Proposed shared physical spectral regime under the frozen mapping,
S5_proxy_full_paired.csv,model,Estimator name from the frozen run,
S5_proxy_full_paired.csv,split,"Outer evaluation design: observation-wise, source-grouped or LOSO",
S5_proxy_full_paired.csv,metric,Name of the measured quantity; use the metric definitions in this dictionary,
S5_proxy_full_paired.csv,BH_sources,Count of BH sources within the named cohort/regime; category counts are not additive independent samples,
S5_proxy_full_paired.csv,NS_sources,Count of NS sources within the named cohort/regime; category counts are not additive independent samples,
S5_proxy_full_paired.csv,difference_proxy_minus_full,Stored proxy-only metric minus full-spectrum metric,
S5_proxy_full_paired.csv,lower,Stored lower interval bound for the named quantity; interpret with the row analysis,
S5_proxy_full_paired.csv,upper,Stored upper interval bound for the named quantity; interpret with the row analysis,
S5_proxy_metrics.csv,model,Estimator name from the frozen run,
S5_proxy_metrics.csv,split,"Outer evaluation design: observation-wise, source-grouped or LOSO",
S5_proxy_metrics.csv,observations,Observation count within the named row/category,
S5_proxy_metrics.csv,BH_sources,Count of BH sources within the named cohort/regime; category counts are not additive independent samples,
S5_proxy_metrics.csv,NS_sources,Count of NS sources within the named cohort/regime; category counts are not additive independent samples,
S5_proxy_metrics.csv,cohort,Named frozen analysis cohort,
S5_proxy_metrics.csv,status,Recorded processing/review status,
S5_proxy_metrics.csv,AUROC,Area under the receiver operating characteristic curve,dimensionless
S5_proxy_metrics.csv,balanced_accuracy,Mean class recall at the frozen threshold,dimensionless
S5_proxy_metrics.csv,MCC,Matthews correlation coefficient at the frozen threshold,dimensionless
S5_proxy_metrics.csv,F1,NS-class harmonic mean of precision and recall,dimensionless
S5_proxy_metrics.csv,PR_AUC,Average precision (not trapezoidal area under a precision-recall curve),dimensionless
S5_proxy_metrics.csv,Brier,Mean squared error of the NS probability score,dimensionless
S5_proxy_metrics.csv,AUROC_lower,Stored lower conditional source-bootstrap bound for area under the receiver operating characteristic curve,
S5_proxy_metrics.csv,AUROC_upper,Stored upper conditional source-bootstrap bound for area under the receiver operating characteristic curve,
S5_proxy_metrics.csv,balanced_accuracy_lower,Stored lower conditional source-bootstrap bound for mean class recall at the frozen threshold,
S5_proxy_metrics.csv,balanced_accuracy_upper,Stored upper conditional source-bootstrap bound for mean class recall at the frozen threshold,
S5_proxy_metrics.csv,MCC_lower,Stored lower conditional source-bootstrap bound for matthews correlation coefficient at the frozen threshold,
S5_proxy_metrics.csv,MCC_upper,Stored upper conditional source-bootstrap bound for matthews correlation coefficient at the frozen threshold,
S5_proxy_metrics.csv,F1_lower,Stored lower conditional source-bootstrap bound for ns-class harmonic mean of precision and recall,
S5_proxy_metrics.csv,F1_upper,Stored upper conditional source-bootstrap bound for ns-class harmonic mean of precision and recall,
S5_proxy_metrics.csv,PR_AUC_lower,Stored lower conditional source-bootstrap bound for average precision (not trapezoidal area under a precision-recall curve),
S5_proxy_metrics.csv,PR_AUC_upper,Stored upper conditional source-bootstrap bound for average precision (not trapezoidal area under a precision-recall curve),
S5_proxy_metrics.csv,Brier_lower,Stored lower conditional source-bootstrap bound for mean squared error of the ns probability score,
S5_proxy_metrics.csv,Brier_upper,Stored upper conditional source-bootstrap bound for mean squared error of the ns probability score,
S5_reliability.csv,cohort,Named frozen analysis cohort,
S5_reliability.csv,model,Estimator name from the frozen run,
S5_reliability.csv,split,"Outer evaluation design: observation-wise, source-grouped or LOSO",
S5_reliability.csv,bin_lower,Lower probability-bin edge in the reliability diagnostic,dimensionless
S5_reliability.csv,bin_upper,Upper probability-bin edge in the reliability diagnostic,dimensionless
S5_reliability.csv,sources,Distinct physical-source count within the named row/category,
S5_reliability.csv,BH_sources,Count of BH sources within the named cohort/regime; category counts are not additive independent samples,
S5_reliability.csv,NS_sources,Count of NS sources within the named cohort/regime; category counts are not additive independent samples,
S5_reliability.csv,mean_p_NS,Mean of source NS scores within the named diagnostic group; sources/categories may overlap,
S5_reliability.csv,NS_fraction,Observed NS fraction in the reliability bin,dimensionless
S5_within_source_descriptive.csv,cohort,Named frozen analysis cohort,
S5_within_source_descriptive.csv,model,Estimator name from the frozen run,
S5_within_source_descriptive.csv,source_id,Canonical physical-source grouping identifier,
S5_within_source_descriptive.csv,source_name,Human-readable physical-source name,
S5_within_source_descriptive.csv,true_class,Reference BH/NS class for evaluation,
S5_within_source_descriptive.csv,native_state_label,Source-native physical-state label; not automatically a cross-class common regime,
S5_within_source_descriptive.csv,observations,Observation count within the named row/category,
S5_within_source_descriptive.csv,mean_p_NS,Mean of source NS scores within the named diagnostic group; sources/categories may overlap,
S5_within_source_descriptive.csv,median_p_NS,Median of source NS scores within the named diagnostic group; sources/categories may overlap,
S5_within_source_descriptive.csv,min_p_NS,Min of source NS scores within the named diagnostic group; sources/categories may overlap,
S5_within_source_descriptive.csv,max_p_NS,Max of source NS scores within the named diagnostic group; sources/categories may overlap,
S5_within_source_descriptive.csv,fraction_correct,Fraction of observations correctly classified within the source,dimensionless
S5_within_source_descriptive.csv,interpretation,Frozen interpretation/caveat for the named diagnostic,
evidence_index.csv,file,Packaged supporting filename,
evidence_index.csv,original_sha256,SHA-256 of the original manuscript supporting copy,
evidence_index.csv,packaged_sha256,SHA-256 after publication path-prefix normalization,
evidence_index.csv,changed,Whether path-prefix normalization changed the supporting copy,
evidence_index.csv,change,Description of the presentation-only copy change,
